canonical_character_id,preferred_label,canonical_definition,first_definition_source,first_occurrence,origin_type,parent_canonical_ids,parent_relationship,source_reference_codes,related_non_equivalent_concepts,confidence,all_occurrence_count,analysis_occurrence_count,analysis_matrix_count,matrices_present,reference_layer_present,earliest_analysis_year,latest_analysis_year,analysis_span_years,review_status,freeze_phase1_status,freeze_phase1_recommended_confidence,freeze_phase1_note,freeze_phase2_status,freeze_phase2_recommended_confidence,freeze_phase2_note,phase2_parent_canonical_id,freeze_phase3_C12_status,freeze_phase3_C12_recommended_confidence,freeze_phase3_C12_note,freeze_phase4_DE12_status,freeze_phase4_DE12_recommended_confidence,freeze_phase4_DE12_note,freeze_phase5_GA11_status,freeze_phase5_GA11_recommended_confidence,freeze_phase5_GA11_note,freeze_phase6_M26_status,freeze_phase6_M26_recommended_confidence,freeze_phase6_M26_note,v1_freeze_status,v1_freeze_confidence,v1_freeze_note
MC0817,BASAL_TUBERA_POSTERIOR_FACE,"Basal tubera, shape of posterior face: convex (0); flat or slightly concave (1) (Whitlock, 2011a; Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C444,M19_added_block_provisional_distinct,,,"Whitlock, 2011a; Tschopp et al., 2015a",MC0404; MC0049; MC0463,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0818,BASAL_TUBERA_LONG_AXES_THEIR_FREE_DISTAL_TIPS,"Basal tubera, long-axes of their free distal tips in ventral view: subparallel to each other and extend- ing transversely with respect to the long-axis of the basicranium (0); long-axis of each tuberal tip directed posteromedially, creating a ‘V’-shape pointing towards the occipital condyle (1) (Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C445,M19_added_block_provisional_distinct,,,"Tschopp et al., 2015a",MC0049; MC0317; MC0203,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0819,BASAL_TUBERA_VENTROLATERAL_TIP_EACH_BASAL_TUBER_PROJECTS,"Basal tubera, ventrolateral tip of each basal tuber projects anteriorly, giving its free distal surface an ‘L’-shaped profile in ventral view: absent (0); pre- sent (1) (new character: based on Royo-Torres et al., 2017a).",Mannion et al. (2019) supplied character list,M19:C446,M19_added_block_provisional_distinct,,,"new character: based on Royo-Torres et al., 2017a",MC0049; MC0050; MC0048,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0820,BASIPTERYGOID_PROCESSES_DISTAL_END_TRANS_VERSE_EXPANSION,"Basipterygoid processes, distal end trans- verse expansion: absent (distal end transverse width is subequal to, or less than, the transverse width at the midlength of the process) (0); expanded (marked and rapid transverse expansion close to the distal end) (1) (Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C448,M19_added_block_provisional_distinct,,,"Tschopp et al., 2015a",MC0299; MC0447; MC0354,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0822,DENTARY_TUBEROSITY_LABIAL_NEAR_SYMPHYSIS,"Dentary, tuberosity on labial surface near symphysis: absent (0); present (1) (Whitlock, 2011a).",Mannion et al. (2019) supplied character list,M19:C451,M19_added_block_provisional_distinct,,,"Whitlock, 2011a",MC0333; MC0393; MC0057,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0823,DENTARY_TOOTH_ROW_DORSAL_VIEW,"Dentary, shape of tooth row in dorsal view: fol- lows curvature of rest of the dentary (0); bows outward relative to rest of the dentary (1) (Whitlock & Harris, 2010; Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C452,M19_added_block_provisional_distinct,,,"Whitlock & Harris, 2010; Tschopp et al., 2015a",MC0055; MC0247; MC0073,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0825,TOOTH_CROWNS_ENAMEL_THICKNESS_ASYMMETRIC_LABIOLINGUALLY,"Tooth crowns, enamel thickness, asymmetric labiolingually: absent (0); present (1) (Whitlock, 2011a).",Mannion et al. (2019) supplied character list,M19:C454,M19_added_block_provisional_distinct,,,"Whitlock, 2011a",MC0069; MC0331; MC0333,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0826,ATLANTAL_INTERCENTRUM_FORAMEN_VENTRAL_CLOSE_POSTERIOR_MARGIN,"Atlantal intercentrum, foramen on ventral surface, close to the posterior margin (between the posterior ventrolateral processes): absent (0); present (1) (Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C455,M19_added_block_provisional_distinct,,,"Tschopp et al., 2015a",MC0079; MC0380; MC0250,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0827,POSTAXIAL_CERVICAL_CENTRA_RIDGE_DIVIDING_LAT_ERAL_PNEUMATIC,"Postaxial cervical centra, ridge dividing lat- eral pneumatic foramen: not confluent with lateral surface of remainder of centrum (0); confluent with lat- eral surface of remainder of centrum, dorsal and ven- tral to foramen (1) (new character: based on Mannion et al., 2012).",Mannion et al. (2019) supplied character list,M19:C456,M19_added_block_provisional_distinct,,,"new character: based on Mannion et al., 2012",MC0001; MC0336; MC0087,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0828,POSTAXIAL_CERVICAL_CENTRA_SMALL_FOSSA_POSTEROVENTRAL_CORNER_LATERAL,"Postaxial cervical centra, small fossa on posteroventral corner of lateral surface: absent (0); shallow, anteroposteriorly elongate fossa present, posteroventral to main lateral pneumatic opening (1) (Whitlock, 2011b; Tschopp & Mateus, 2013).",Mannion et al. (2019) supplied character list,M19:C457,M19_added_block_provisional_distinct,,,"Whitlock, 2011b; Tschopp & Mateus, 2013",MC0086; MC0270; MC0206,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0829,ANTERIOR_CERVICAL_CENTRA_PAIRED_PNEUMATIC_FOSSAE_ANTERIOR_PART,"Anterior cervical centra, paired pneumatic fossae on anterior part of ventral surface: absent (0); present (1) (Whitlock, 2011a).",Mannion et al. (2019) supplied character list,M19:C458,M19_added_block_provisional_distinct,,,"Whitlock, 2011a",MC0084; MC0085; MC0086,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0830,ANTERIOR_CERVICAL_NEURAL_SPINES_PRESPINAL_LAMINA,"Anterior cervical (unbifurcated) neural spines, prespinal lamina: absent (0); present (1) (Curry Rogers, 2005; polarity reversed here).",Mannion et al. (2019) supplied character list,M19:C459,M19_added_block_provisional_distinct,,,"Curry Rogers, 2005; polarity reversed here",MC0123; MC0275; MC0085,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0831,MIDDLE_CERVICAL_NEURAL_SPINES_ORIENTATION_ANTERIOR_MARGIN_LATERAL,"Middle cervical neural spines, orientation of anterior margin in lateral view: vertical or sloping pos- terodorsally (0); anteriorly inclined (1) (Rauhut et al., 2005).",Mannion et al. (2019) supplied character list,M19:C460,M19_added_block_provisional_distinct,,,"Rauhut et al., 2005",MC0133; MC0273; MC0085,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0832,MIDDLE_CERVICAL_NEURAL_SPINES_ANGLE_BETWEEN_PODL_SPOL,"Middle cervical neural spines, angle between PODL and SPOL in lateral view: acute, less than 85º (usually close to 45º) (0); 85º or more (usually 90º) (1) (Rauhut et al., 2005; Whitlock, 2011a).",Mannion et al. (2019) supplied character list,M19:C461,M19_added_block_provisional_distinct,,,"Rauhut et al., 2005; Whitlock, 2011a",MC0085; MC0268; MC0267,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0833,POSTERIOR_CERVICAL_NEURAL_SPINES_SHARP_LIPPED_DORSOVENTRALLY_ELONGATE,"Posterior cervical neural spines, sharp- lipped dorsoventrally elongate coel on lateral surface, located in anterior part of SDF: absent (0); present (1) (Mannion et al., 2012).",Mannion et al. (2019) supplied character list,M19:C462,M19_added_block_provisional_distinct,,,"Mannion et al., 2012",MC0117; MC0267; MC0089,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0834,POSTERIOR_CERVICAL_ANTERIOR_DORSAL_BIFID_NEURAL_SPINES_METAPOPHYSES,"Posterior cervical and/or anterior dorsal bifid neural spines, morphology of metapophyses in anterior view: widely diverging (0); narrow, parallel to converg- ing (1) (Rauhut et al., 2005).",Mannion et al. (2019) supplied character list,M19:C463,M19_added_block_provisional_distinct,,,"Rauhut et al., 2005",MC0089; MC0090; MC0271,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0835,CERVICAL_RIBS_DISTAL_BLADE,"Cervical ribs, distal blade: single (0); bifurcates into dorsal and ventral processes (1) (new character: based on: Royo-Torres et al., 2006; Britt et al., 2017).",Mannion et al. (2019) supplied character list,M19:C464,M19_added_block_provisional_distinct,,,"new character: based on: Royo-Torres et al., 2006; Britt et al., 2017",MC0089; MC0433; MC0085,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0836,ANTERIOR_MIDDLE_CERVICAL_RIBS_TUBERCULUM_LATERAL_VIEW,"Anterior–middle cervical ribs, tuberculum in lateral view: nearly vertical (0); oriented posterodor- sally (1) (Tschopp et al., 2015a).",Mannion et al. (2019) supplied character list,M19:C465,M19_added_block_provisional_distinct,,,"Tschopp et al., 2015a",MC0266; MC0298; MC0133,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0837,DORSAL_CENTRA_ANTEROPOSTERIOR_LENGTH_INCREASES_REMAINS_APPROXI_MATELY,"Dorsal centra, anteroposterior length (exclud- ing articular condyle), increases or remains approxi- mately the same along the sequence (0); shortens from anterior to posterior dorsal vertebrae (1) (Mannion et al., 2012; modified here).",Mannion et al. (2019) supplied character list,M19:C466,M19_added_block_provisional_distinct,,,"Mannion et al., 2012; modified here",MC0086; MC0120; MC0276,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0838,ANTERIORMOST_DORSAL_DIAPOPHYSES_FOSSA_TERIOR_CLOSE_DISTAL_END,"Anteriormost dorsal diapophyses, fossa on an- terior surface, close to distal end: absent (0); present (1) [ew character; note that this is a second fossa, lat- eral to the prezygapophyseal centrodiapophyseal fossa (PRCDF)].",Mannion et al. (2019) supplied character list,M19:C467,M19_added_block_provisional_distinct,,,,MC0033; MC0272; MC0007,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0839,ANTERIORMOST_DORSAL_NEURAL_SPINES_EPIPOPHY_SES,"Anteriormost dorsal neural spines, epipophy- ses: absent (0); present (1) (new character; note that taxa that lack epipophyses in presacral vertebrae al- together [i.e. that are scored as ‘0’ for C127] are not scored for this character).",Mannion et al. (2019) supplied character list,M19:C468,M19_added_block_provisional_distinct,,,,MC0271; MC0274; MC0089,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0840,ANTERIORMOST_DORSAL_NEURAL_SPINES_HEIGHT_SPINOPOSTZYGAPOPHYSEAL_LAMINAE,"Anteriormost dorsal neural spines, height relative to spinopostzygapophyseal laminae (and epipophyses, where present): project well beyond SPOLs (0); approximately level with SPOLs (1) (new character).",Mannion et al. (2019) supplied character list,M19:C469,M19_added_block_provisional_distinct,,,,MC0356; MC0426; MC0093,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0841,DORSAL_NEURAL_SPINES_VENTRAL_PORTION_SPINOPREZYGAPO_PHYSEAL_LAMINA,"Dorsal neural spines (excluding anteriormost dorsal vertebrae), ventral portion of spinoprezygapo- physeal lamina (SPRL): contacts the prezygapophysis (0); contacts the diapophysis following ‘lamina capture’ (1) (new character: based on Wilson, 2012).",Mannion et al. (2019) supplied character list,M19:C470,M19_added_block_provisional_distinct,,,"new character: based on Wilson, 2012",MC0121; MC0122; MC0432,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0842,DORSAL_NEURAL_SPINES_SPINODIAPOPHYSEAL_WEBBING,"Dorsal neural spines, spinodiapophyseal webbing: laminae follow curvature of neural spine and diapophysis in anterior view (0); laminae ‘fes- tooned’ from spine, dorsal margin does not closely fol- low shape of neural spine and diapophysis (1) (Sereno et al., 2007).",Mannion et al. (2019) supplied character list,M19:C471,M19_added_block_provisional_distinct,,,"Sereno et al., 2007",MC0427; MC0104; MC0275,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0843,MIDDLE_POSTERIOR_DORSAL_NEURAL_ARCHES_PAIRED_SHARP_LIPPED,"Middle and posterior dorsal neural arches, paired, sharp-lipped fossae within arch fossa, dorso- lateral to neural canal and medial to CPRLs/CPOLs: absent (0); present as shallow excavations (1); present and extend anteroposteriorly throughout the neural arch as foramina (2) (Sereno et al., 2007; Whitlock 2011a; Tschopp et al., 2015a; Wilson & Allain, 2015; modified here) [ordered].",Mannion et al. (2019) supplied character list,M19:C472,M19_added_block_provisional_distinct,,,"Sereno et al., 2007; Whitlock 2011a; Tschopp et al., 2015a; Wilson & Allain, 2015; modified here",MC0099; MC0097; MC0125,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0844,MIDDLE_POSTERIOR_DORSAL_NEURAL_ARCHES_CENTROPREZYGAPOPHYSEAL_LAMINA,"Middle and posterior dorsal neural arches, centroprezygapophyseal lamina (CPRL): single, un- divided (0); bifurcates (or excavated) toward upper end, forming a centroprezygapophyseal lamina fossa [CPRL-F (‘anterior infrazygapophyseal fossa’)] (1) (Upchurch, 1995; Curry Rogers, 2005; D’Emic et al., 2013).",Mannion et al. (2019) supplied character list,M19:C473,M19_added_block_provisional_distinct,,,"Upchurch, 1995; Curry Rogers, 2005; D’Emic et al., 2013",MC0088; MC0100; MC0095,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0845,MIDDLE_POSTERIOR_DORSAL_NEURAL_ARCHES_CENTROPOSTZYGAPOPHYSEAL_LAMINA,"Middle and posterior dorsal neural arches, shape of centropostzygapophyseal lamina (CPOL): single (0); divided, left and right medial CPOLs unit- ing beneath hyposphene, lateral CPOLs extending towards the anterior part of each postzygapophysis and/or merging into the posterior face of the PCDL (1) (Wilson, 2002; modified here).",Mannion et al. (2019) supplied character list,M19:C474,M19_added_block_provisional_distinct,,,"Wilson, 2002; modified here",MC0095; MC0100; MC0098,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0846,MIDDLE_POSTERIOR_DORSAL_NEURAL_ARCHES_PREZYGAPOPHYSES,"Middle and posterior dorsal neural arches, morphology of prezygapophyses: separated from each other by a gap or TPRL on the midline (0); confluent (1) (new character: based on: Apesteguía et al., 2010; Wilson & Allain, 2015).",Mannion et al. (2019) supplied character list,M19:C475,M19_added_block_provisional_distinct,,,"new character: based on: Apesteguía et al., 2010; Wilson & Allain, 2015",MC0097; MC0099; MC0100,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
MC0847,POSTERIOR_DORSAL_NEURAL_ARCHES_PARAPOPHYSIS_POSITION,"Posterior dorsal neural arches, parapophysis position: ventral to or level with the prezygapophy- sis (0); dorsal to the prezygapophysis (1) (Whitlock, 2011a).",Mannion et al. (2019) supplied character list,M19:C477,M19_added_block_provisional_distinct,,,"Whitlock, 2011a",MC0097; MC0098; MC0100,moderate,2,2,2,M19; M26,no,2019,2026,7,frozen-v1.0,NOT_YET_AUDITED,,,FROZEN_CURRENT_ID,high,Accepted in Phase 2 after source-first review; no supported older canonical equivalent was identified.,,NOT_PHASE3_C12_TARGET,,,NOT_PHASE4_DE12_TARGET,,,NOT_PHASE5_GA11_TARGET,,,NOT_PHASE6_M26_TARGET,,,FROZEN_V1,moderate,Canonical identity frozen in MacronariaMatrix v1.0.0 after the multi-phase lineage and duplicate audit.
