occurrence_id,matrix_id,dataset_name,dataset_role,year,source_character_no,canonical_character_id,original_canonical_character_id,source_label,source_definition,source_states,ordering,source_block,relationship_to_canonical,parent_occurrence,parent_canonical_ids,definition_source,source_attribution,source_reference_codes,related_non_equivalent_concepts,mapping_confidence,top_candidates,notes
M26:C135,M26,Mannion et al. 2026,analysis,2026,135,MC0549,MC0549,,"Middle cervical neural spines, dorsal surface with mediolaterally oriented midline ridge flanked by small fossae at its anterior and posterior ends: absent (0); present (1) (D'Emic, 2013; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0549,,"D'Emic, 2013; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C136,M26,Mannion et al. 2026,analysis,2026,136,MC0427,MC0427,,"Posterioriormost cervical and anterior dorsal neural arches, spinodiapophyseal lamina (SPDL): single structure (0); divided into anterior and posterior spinodiapophyseal laminae (1) (Salgado et al., 1997; Salgado & Powell, 2010; D'Emic, 2012).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0427,,"Salgado et al., 1997; Salgado & Powell, 2010; D'Emic, 2012",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C137,M26,Mannion et al. 2026,analysis,2026,137,MC0550,MC0550,,"Posteriormost cervical and anterior dorsal unbifurcated neural spines, prespinal lamina: absent (0); present (1) (Salgado et al., 1997; D'Emic, 2012).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0550,,"Salgado et al., 1997; D'Emic, 2012",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C138,M26,Mannion et al. 2026,analysis,2026,138,MC0090,MC0090,,"Posteriormost cervical and anterior dorsal bifurcated neural spines, 'trifid' with median tubercle at least as tall as metapophyses: absent (0); present (1) (Wilson & Upchurch, 2009; D'Emic, 2012; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0090,,"Wilson & Upchurch, 2009; D'Emic, 2012; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C139,M26,Mannion et al. 2026,analysis,2026,139,MC0551,MC0551,,"Cervical ribs, longest shafts are: short and do not project far beyond the end of the centrum to which they attach (0); elongate and form overlapping bundles (1) (McIntosh, 1990; Upchurch, 1995, 1998; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0551,,"McIntosh, 1990; Upchurch, 1995, 1998; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C140,M26,Mannion et al. 2026,analysis,2026,140,MC0552,MC0552,,"Cervical ribs, longest shafts extend beneath: fewer than 3 vertebrae (0); 3 vertebrae or more (1) (Wedel et al., 2000; Mannion et al., 2013, 2019a; taxa with short ribs [scored with the plesiomorphic state for C139] are scored as a ""?"").",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0552,,"Wedel et al., 2000; Mannion et al., 2013, 2019a; taxa with short ribs [scored with the plesiomorphic state for C139] are scored as a ""?""",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C141,M26,Mannion et al. 2026,analysis,2026,141,MC0553,MC0553,,"Middle-posterior dorsal vertebrae, internal tissue texture: solid (0); camerate (1); camellate (2) (Wilson & Sereno, 1998; Carballido et al., 2011; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0553,,"Wilson & Sereno, 1998; Carballido et al., 2011; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C142,M26,Mannion et al. 2026,analysis,2026,142,MC0434,MC0554,,"Middle-posterior dorsal centra, ventral keel: absent (0); present (1) (Mannion et al., 2012; Poropat et al., 2016).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0434,,"Mannion et al., 2012; Poropat et al., 2016",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C143,M26,Mannion et al. 2026,analysis,2026,143,MC0555,MC0555,,"Dorsal centra, lateral pneumatic foramen: absent (0); present (1) (Upchurch, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0555,,"Upchurch, 1998",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C144,M26,Mannion et al. 2026,analysis,2026,144,MC0556,MC0556,,"Dorsal centra, lateral pneumatic foramina are: shallow fossae or excavations that do not ramify throughout the centrum (0); deep excavations that ramify throughout the centrum and into the base of the neural arch, often leaving only a thin septum on the midline of the centrum (1) (Upchurch, 1998; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0556,,"Upchurch, 1998; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C145,M26,Mannion et al. 2026,analysis,2026,145,MC0342,MC0557,,"Dorsal centra, lateral pneumatic foramina: have margins which are flush with the lateral surface of the centrum (0); are set within a lateral fossa on the lateral surface of the centrum (1) (Bonaparte & Coria, 1993; Upchurch et al., 2004a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0342,,"Bonaparte & Coria, 1993; Upchurch et al., 2004a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C146,M26,Mannion et al. 2026,analysis,2026,146,MC0558,MC0558,,"Anterior dorsal centra, lateral pneumatic foramina have: rounded posterior margins (0); acute posterior margins (1) (Upchurch, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0558,,"Upchurch, 1998",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C147,M26,Mannion et al. 2026,analysis,2026,147,MC0559,MC0559,,"Middle-posterior dorsal centra, anterior articular face shape: flat or concave (0); mildly convex, with degree of convexity notably reducing along the dorsal sequence (1); strongly convex, with degree of convexity approximately consistent along the dorsal sequence (2) (Salgado et al., 1997; Wilson & Sereno, 1998; Mannion et al., 2013) [ordered].",,ordered,M19-retained C1-C548,inherited_unchanged,,MC0559,,"Salgado et al., 1997; Wilson & Sereno, 1998; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C148,M26,Mannion et al. 2026,analysis,2026,148,MC0098,MC0098,,"Middle-posterior dorsal neural arches, posterior centroparapophyseal lamina (PCPL): absent (0); present as a single lamina (1); two parallel laminae (2) (Upchurch, 1998; Wilson, 2002; D'Emic, 2012; Mannion et al., 2013) [ordered].",,ordered,M19-retained C1-C548,inherited_unchanged,,MC0098,,"Upchurch, 1998; Wilson, 2002; D'Emic, 2012; Mannion et al., 2013",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C149,M26,Mannion et al. 2026,analysis,2026,149,MC0106,MC0106,,"Middle-posterior dorsal neural arches, hyposphene-hypantrum system: present (0); absent (1) (Salgado et al., 1997; Upchurch, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0106,,"Salgado et al., 1997; Upchurch, 1998",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C150,M26,Mannion et al. 2026,analysis,2026,150,MC0560,MC0560,,"Middle-posterior dorsal neural arches, hyposphene shape: narrow, ventral end subequal to or only slightly wider than dorsal tip (0); wide, triangular shape, with ventral end at least twice width of dorsal tip (1) (Apestegua, 2005b; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0560,,"Apestegua, 2005b; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C151,M26,Mannion et al. 2026,analysis,2026,151,MC0561,MC0561,,"Middle-posterior dorsal neural arches, posterior centrodiapophyseal lamina (PCDL): has an unexpanded ventral tip (0); expands and bifurcates towards its ventral tip (1) (Salgado et al., 1997).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0561,,"Salgado et al., 1997",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C152,M26,Mannion et al. 2026,analysis,2026,152,MC0562,MC0562,,"Middle-posterior dorsal neural arches, postzygodiapophyseal lamina (PODL): present (0); absent (1) (Salgado et al., 1997; Sanz et al., 1999; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0562,,"Salgado et al., 1997; Sanz et al., 1999; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C153,M26,Mannion et al. 2026,analysis,2026,153,MC0563,MC0563,,"Anterior dorsal diapophyses are: directed laterally or slightly upwards (0); directed strongly dorsolaterally at approximately 45 to the horizontal (1) (Upchurch, 1998; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0563,,"Upchurch, 1998; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C154,M26,Mannion et al. 2026,analysis,2026,154,MC0564,MC0564,,"Anterior-middle dorsal diapophyses: short and dorsoventrally tall (0); elongate and dorsoventrally narrow (1) (Janensch, 1950; Taylor, 2009; D'Emic, 2012).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0564,,"Janensch, 1950; Taylor, 2009; D'Emic, 2012",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C155,M26,Mannion et al. 2026,analysis,2026,155,MC0565,MC0565,,"Middle-posterior dorsal diapophyses are: directed strongly dorsolaterally at approximately 45 to the horizontal (0); directed laterally or slightly upwards (1) (Upchurch, 1998; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0565,,"Upchurch, 1998; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C156,M26,Mannion et al. 2026,analysis,2026,156,MC0566,MC0566,,"Middle-posterior dorsal diapophyses, distal end: curves smoothly into the remaining dorsal surface of the process (0); is set off from the remaining dorsal surface by a lip, forming a distinct area (1) (Sanz et al., 1999; Upchurch et al., 2004a; D'Emic, 2012).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0566,,"Sanz et al., 1999; Upchurch et al., 2004a; D'Emic, 2012",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C157,M26,Mannion et al. 2026,analysis,2026,157,MC0567,MC0567,,"Posteriormost dorsal diapophyses lie: posterior or posterodorsal to the parapophysis (0); vertically above the parapophysis (1) (Upchurch, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0567,,"Upchurch, 1998",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C158,M26,Mannion et al. 2026,analysis,2026,158,MC0568,MC0568,,"Dorsal neural spines, height: anterior dorsal neural spines subequal to or dorsoventrally shorter than posterior dorsal neural spines (0); anterior dorsal neural spines dorsoventrally taller than posterior dorsal neural spines (1) (Wilson, 2002; Taylor, 2009; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0568,,"Wilson, 2002; Taylor, 2009; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C159,M26,Mannion et al. 2026,analysis,2026,159,MC0569,MC0569,,"Dorsal neural spines, anteroposterior width: approximately constant along the height of the spine, with subparallel anterior and posterior margins (0); narrows dorsally to form a triangular shape in lateral view, with the base approximately twice the width as the dorsal tip (1) (Taylor, 2009; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0569,,"Taylor, 2009; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C160,M26,Mannion et al. 2026,analysis,2026,160,MC0273,MC0570,,"Anterior dorsal neural spines, orientation of anterior margin in lateral view: inclined anteriorly or vertical (0); posterodorsally inclined (1) (Upchurch et al., 2004a; Mannion et al., 2013, 2019a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0273,,"Upchurch et al., 2004a; Mannion et al., 2013, 2019a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C161,M26,Mannion et al. 2026,analysis,2026,161,MC0571,MC0571,,"Middle dorsal neural spines: unbifurcated (0); bifurcated (dorsal surface excavated transversely) (1) (Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0571,,"Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C162,M26,Mannion et al. 2026,analysis,2026,162,MC0102,MC0572,,"Middle-posterior dorsal neural spines: tapering or not flaring distally (0); flared distally with triangular aliform processes projecting laterally from the top (formed primarily from the expansion of the spinopostzygapophyseal laminae [SPOLs]) (1) (Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0102,,"Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C163,M26,Mannion et al. 2026,analysis,2026,163,MC0573,MC0573,,"Middle-posterior dorsal neural spines, with triangular aliform processes: weakly developed aliform processes (0); strongly developed triangular aliform processes so that the lateral tips of these processes extend further laterally than the postzygapophyses (1) (Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004a; Mannion et al., 2019a; only taxa with aliform processes scored for this character).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0573,,"Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Upchurch et al., 2004a; Mannion et al., 2019a; only taxa with aliform processes scored for this character",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C164,M26,Mannion et al. 2026,analysis,2026,164,MC0574,MC0574,,"Middle-posterior dorsal neural spines, orientation: vertical or slightly posterodorsal (0); strongly posterodorsal, oriented at 45 to the horizontal or greater (1) (Wilson 2002; Poropat et al., 2016; note that this excludes the posteriormost dorsal neural spines, which usually revert to being dorsally directed).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0574,,"Wilson 2002; Poropat et al., 2016; note that this excludes the posteriormost dorsal neural spines, which usually revert to being dorsally directed",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C165,M26,Mannion et al. 2026,analysis,2026,165,MC0100,MC0575,,"Middle-posterior dorsal neural spines, spinopostzygapophyseal lamina (SPOL) shape: single (0); divided into medial and lateral branches (1) (Wilson, 1999, 2002).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0100,,"Wilson, 1999, 2002",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C166,M26,Mannion et al. 2026,analysis,2026,166,MC0099,MC0099,,"Middle-posterior dorsal neural spines, spinodiapophyseal lamina (SPDL): absent or restricted to posterior dorsals (0); present on middle and posterior dorsals (1) (Wilson, 2002; Upchurch et al., 2004a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0099,,"Wilson, 2002; Upchurch et al., 2004a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C167,M26,Mannion et al. 2026,analysis,2026,167,MC0576,MC0576,,"Middle-posterior dorsal neural spines, prespinal and postspinal laminae: form mediolaterally wide surfaces, with little anterior relief, 'infilling' the prespinal and postspinal fossae (0); form distinct mediolaterally narrow ridges or laminae along the midline of the prespinal and postspinal fossae (1) (Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0576,,"Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C168,M26,Mannion et al. 2026,analysis,2026,168,MC0275,MC0275,,"Middle-posterior dorsal neural spines, midline prespinal lamina (forming distinct ridge) along proximal (lower) half of neural spine: present (0); absent (1) (Salgado et al., 1997; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as '0' for C167 are scored as a '?' here).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0275,,"Salgado et al., 1997; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as '0' for C167 are scored as a '?' here",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C169,M26,Mannion et al. 2026,analysis,2026,169,MC0577,MC0577,,"Middle-posterior dorsal neural spines, postspinal lamina (forming distinct ridge) along proximal (lower) half of neural spine: present (0); absent (1) (Bonaparte, 1986; Upchurch, 1995, 1998; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as '0' for C167 are scored as a '?' here).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0577,,"Bonaparte, 1986; Upchurch, 1995, 1998; Curry Rogers, 2005; Mannion et al., 2013; note that taxa coded as '0' for C167 are scored as a '?' here",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C170,M26,Mannion et al. 2026,analysis,2026,170,MC0141,MC0141,,"Thoracic (dorsal) ribs, pneumatised (with proximal pneumatocoels): absent (0); present (1) (Wilson & Sereno, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0141,,"Wilson & Sereno, 1998",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C171,M26,Mannion et al. 2026,analysis,2026,171,MC0142,MC0142,,"Anterior thoracic ribs, cross-sectional shape: subcircular (0); plank- like, anteroposterior breadth more than three times mediolateral breadth (1) (Wilson, 2002).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0142,,"Wilson, 2002",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C172,M26,Mannion et al. 2026,analysis,2026,172,MC0578,MC0578,,"Sacral vertebrae, camellate internal tissue structure: absent (0); present (1) (Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0578,,"Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C173,M26,Mannion et al. 2026,analysis,2026,173,MC0579,MC0579,,"Sacral centra, lateral pneumatic foramina or very deep depressions: absent (0); present (1) (Upchurch, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0579,,"Upchurch, 1998",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C174,M26,Mannion et al. 2026,analysis,2026,174,MC0580,MC0580,,"Sacral neural spines, dorsal portions of at least sacral vertebrae 1- 4 fused, forming a dorsal 'platform': absent (0); present (1) (L et al., 2007; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0580,,"L et al., 2007; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C175,M26,Mannion et al. 2026,analysis,2026,175,MC0114,MC0114,,"Caudal vertebrae, number: more than 35 (0); 35 or fewer (1) (Wilson 2002; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0114,,"Wilson 2002; Mannion et al., 2013",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C176,M26,Mannion et al. 2026,analysis,2026,176,MC0917,MC0917,,"Anteriormost caudal centra, camellate internal tissue structure: absent (0); present (1) (Powell, 1986; Wilson, 2002; Beeston et al. 2024).",,unordered,M19-retained C1-C548,split_derived,,MC0581,,"Powell, 1986; Wilson, 2002; Beeston et al. 2024",,,high,,"M19 C176 referred broadly to camellate internal tissue in anteriormost caudal vertebrae. M26 restricts C176 to the centra, while new C571 separately scores the neural arches."
M26:C177,M26,Mannion et al. 2026,analysis,2026,177,MC0582,MC0582,,"Anterior caudal centra with posterior convexity: convex in anteriormost caudal vertebrae, changing to flat or concave in more distal anterior caudal vertebrae (0); convex throughout all anterior caudal vertebrae with ribs (1) (Mannion et al., 2013, 2019a; only includes taxa with some procoely in the anterior caudal sequence - taxa lacking procoelous anterior caudal vertebrae are scored as a ""?"").",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0582,,"Mannion et al., 2013, 2019a; only includes taxa with some procoely in the anterior caudal sequence - taxa lacking procoelous anterior caudal vertebrae are scored as a ""?""",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C178,M26,Mannion et al. 2026,analysis,2026,178,MC0583,MC0583,,"Anterior caudal centra, lateral pneumatic fossae or foramina: absent (0); present, (McIntosh, 1990; Upchurch, 1995).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0583,,"McIntosh, 1990; Upchurch, 1995",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C179,M26,Mannion et al. 2026,analysis,2026,179,MC0584,MC0584,,"Anterior caudal centra, lateral pneumatic fossae or foramina: without sharply defined margins (0); with sharply defined margins (1) (Tidwell et al., 2001; Whitlock et al., 2011; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0584,,"Tidwell et al., 2001; Whitlock et al., 2011; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C180,M26,Mannion et al. 2026,analysis,2026,180,MC0585,MC0585,,"Anterior-middle caudal centra, small, shallow vascular foramina pierce the lateral and/or ventral surfaces: absent (0); present (1) (Mannion & Calvo, 2011; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0585,,"Mannion & Calvo, 2011; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C181,M26,Mannion et al. 2026,analysis,2026,181,MC0586,MC0586,,"Anterior caudal centra (excluding the anteriormost caudal vertebrae), ventral longitudinal hollow: absent (0); present (1) (McIntosh, 1990; Upchurch, 1995, 1998; Wilson, 2002; Mannion et al., 2019a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0586,,"McIntosh, 1990; Upchurch, 1995, 1998; Wilson, 2002; Mannion et al., 2019a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C182,M26,Mannion et al. 2026,analysis,2026,182,MC0587,MC0587,,"Anterior caudal centra (excluding the anteriormost caudal vertebrae), distinct ventrolateral ridges, extending the full length of the centrum: absent (0); present (1) (McIntosh, 1990; Upchurch, 1995, 1998; Upchurch et al., 2004a; Mannion et al., 2013, 2019a).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0587,,"McIntosh, 1990; Upchurch, 1995, 1998; Upchurch et al., 2004a; Mannion et al., 2013, 2019a",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C183,M26,Mannion et al. 2026,analysis,2026,183,MC0588,MC0588,,"Middle caudal centra, anteroposteriorly elongate ridge situated at approximately two-thirds of the way up the lateral surface: absent (0); present (1) (Upchurch & Martin, 2003; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0588,,"Upchurch & Martin, 2003; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C184,M26,Mannion et al. 2026,analysis,2026,184,MC0589,MC0589,,"Middle-posterior caudal centra (at least some), posterior articular surface: flat or concave (0); convex (1) (Jacobs et al., 1993; Upchurch, 1995, 1998; Salgado et al., 1997; Wilson, 2002).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0589,,"Jacobs et al., 1993; Upchurch, 1995, 1998; Salgado et al., 1997; Wilson, 2002",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C185,M26,Mannion et al. 2026,analysis,2026,185,MC0590,MC0590,,"Middle-posterior caudal centra with convex posterior articular surface: condylar convexity merges smoothly into the lateral surface of the main body of the centrum (0); distinct rim rings the condyle, separating it from the lateral surface of the main body of the centrum (1) (Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0590,,"Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C186,M26,Mannion et al. 2026,analysis,2026,186,MC0591,MC0591,,"Distal caudal centra, biconvex: absent (0); present (1) (Wilson & Sereno, 1998).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0591,,"Wilson & Sereno, 1998",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C187,M26,Mannion et al. 2026,analysis,2026,187,MC0367,MC0367,,"Anterior caudal neural arches, hyposphenal ridge: present (0); absent (1) (Upchurch, 1998; Mannion et al., 2013; usually only present in the anteriormost region of the tail).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0367,,"Upchurch, 1998; Mannion et al., 2013; usually only present in the anteriormost region of the tail",,,high,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C188,M26,Mannion et al. 2026,analysis,2026,188,MC0592,MC0592,,"Anterior caudal neural arches, hyposphenal ridge shape: slender ridge (0); block-like hyposphene (1) (Taylor, 2009; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0592,,"Taylor, 2009; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C189,M26,Mannion et al. 2026,analysis,2026,189,MC0593,MC0593,,"Anterior caudal neural arches, distinct prezygodiapophyseal lamina (PRDL): absent (0); present (1) (Chure et al., 2010; usually only present in the anteriormost region of the tail).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0593,,"Chure et al., 2010; usually only present in the anteriormost region of the tail",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C190,M26,Mannion et al. 2026,analysis,2026,190,MC0594,MC0594,,"Anterior caudal neural arches, sharp lipped lateral coel (postzygapophyseal centrodiapophyseal fossa [POCDF] of Wilson et al., 2011) bounded by posterior centrodiapophyseal lamina (PCDL [or caudal rib itself]), centropostzygapophyseal lamina (CPOL) and postzygodiapophyseal lamina (PODL): absent (0); present (1) (L et al., 2008; Whitlock et al., 2011; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0594,,"postzygapophyseal centrodiapophyseal fossa [POCDF] of Wilson et al., 2011 | L et al., 2008; Whitlock et al., 2011; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C191,M26,Mannion et al. 2026,analysis,2026,191,MC0595,MC0595,,"Anterior-middle caudal neural arches, prezygapophyses switch from projecting anterodorsally, anteriorly and back to anterodorsally along the sequence: absent (0); present (1) (Mannion & Calvo, 2011; Mannion et al., 2013).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0595,,"Mannion & Calvo, 2011; Mannion et al., 2013",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
M26:C192,M26,Mannion et al. 2026,analysis,2026,192,MC0437,MC0596,,"Middle caudal neural arches: situated over the mid-point of the centrum with approximately subequal amounts of the centrum exposed at either end (0); located on the anterior half of the centrum (1) (Calvo & Salgado, 1995; Upchurch, 1995, 1998; Salgado et al., 1997).",,unordered,M19-retained C1-C548,inherited_unchanged,,MC0437,,"Calvo & Salgado, 1995; Upchurch, 1995, 1998; Salgado et al., 1997",,,moderate,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
