relationship_id,source_occurrences,target_occurrence,canonical_character_id,original_canonical_character_id,relationship_type,confidence,source_block,source_attribution,source_reference_codes,related_non_equivalent_concepts,top_candidate,top_candidate_score,rationale
REL-M26-436,M19:C436,M26:C436,MC0810,MC0810,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-437,WIL02_REF:C39,M26:C437,MC0039,MC0039,inherited_unchanged,high,M19-retained C1-C548,"Wilson, 2002",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-438,M19:C438,M26:C438,MC0811,MC0811,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-439,M19:C439,M26:C439,MC0812,MC0812,inherited_unchanged,moderate,M19-retained C1-C548,"Xu et al., 2018",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-440,M19:C440,M26:C440,MC0813,MC0813,inherited_unchanged,moderate,M19-retained C1-C548,"Xu et al., 2018",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-441,M19:C441,M26:C441,MC0814,MC0814,inherited_unchanged,moderate,M19-retained C1-C548,"Salgado & Calvo, 1992; Upchurch, 1995",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-442,M19:C442,M26:C442,MC0815,MC0815,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1995, 1998",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-443,M19:C443,M26:C443,MC0048,MC0816,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Whitlock, 2011; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-444,M19:C444,M26:C444,MC0817,MC0817,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-445,M19:C445,M26:C445,MC0818,MC0818,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-446,M19:C446,M26:C446,MC0819,MC0819,inherited_unchanged,moderate,M19-retained C1-C548,"Royo-Torres et al., 2017; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-447,WIL02_REF:C52,M26:C447,MC0052,MC0052,inherited_unchanged,high,M19-retained C1-C548,"Wilson, 2002, 2005; only taxa preserving a quadrate and with a raised ventrolateral lip on the posterior surface of the basal tubera are scored for this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-448,M19:C448,M26:C448,MC0820,MC0820,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-449,WIL02_REF:C56,M26:C449,MC0056,MC0056,inherited_unchanged,high,M19-retained C1-C548,"Upchurch, 1998; Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-450,M19:C450,M26:C450,MC0055,MC0821,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1998; Wilson & Sereno, 1998; Wilson, 2002; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-451,M19:C451,M26:C451,MC0822,MC0822,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-452,M19:C452,M26:C452,MC0823,MC0823,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock & Harris, 2010; Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-453,M19:C453,M26:C453,MC0074,MC0824,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-454,M19:C454,M26:C454,MC0825,MC0825,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-455,M19:C455,M26:C455,MC0826,MC0826,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-456,M19:C456,M26:C456,MC0827,MC0827,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-457,M19:C457,M26:C457,MC0828,MC0828,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Tschopp & Mateus, 2013",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-458,M19:C458,M26:C458,MC0829,MC0829,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-459,M19:C459,M26:C459,MC0830,MC0830,inherited_unchanged,moderate,M19-retained C1-C548,"Curry Rogers, 2005; polarity reversed here",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-460,M19:C460,M26:C460,MC0831,MC0831,inherited_unchanged,moderate,M19-retained C1-C548,"Rauhut et al., 2005",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-461,M19:C461,M26:C461,MC0832,MC0832,inherited_unchanged,moderate,M19-retained C1-C548,"Rauhut et al., 2005; Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-462,M19:C462,M26:C462,MC0833,MC0833,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-463,M19:C463,M26:C463,MC0834,MC0834,inherited_unchanged,moderate,M19-retained C1-C548,"Rauhut et al., 2005",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-464,M19:C464,M26:C464,MC0835,MC0835,inherited_unchanged,moderate,M19-retained C1-C548,"Royo-Torres et al., 2006; Britt et al., 2017; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-465,M19:C465,M26:C465,MC0836,MC0836,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-466,M19:C466,M26:C466,MC0837,MC0837,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-467,M19:C467,M26:C467,MC0838,MC0838,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a; note that this is a second fossa, lateral to the prezygapophyseal centrodiapophyseal fossa [PRCDF]",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-468,M19:C468,M26:C468,MC0839,MC0839,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a; note that taxa that lack epipophyses in presacral vertebrae altogether [i.e. that are scored as '0' for C127] are not scored for this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-469,M19:C469,M26:C469,MC0840,MC0840,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-470,M19:C470,M26:C470,MC0841,MC0841,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2012; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-471,M19:C471,M26:C471,MC0842,MC0842,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-472,M19:C472,M26:C472,MC0843,MC0843,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007; Whitlock 2011a; Tschopp et al., 2015; Wilson & Allain, 2015; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-473,M19:C473,M26:C473,MC0844,MC0844,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1995; Curry Rogers, 2005; D'Emic et al., 2013",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-474,M19:C474,M26:C474,MC0845,MC0845,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-475,M19:C475,M26:C475,MC0846,MC0846,inherited_unchanged,moderate,M19-retained C1-C548,"Apestegua et al., 2010; Wilson & Allain, 2015; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-476,WIL02_REF:C97,M26:C476,MC0097,MC0097,inherited_unchanged,high,M19-retained C1-C548,"Wilson, 2002",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-477,M19:C477,M26:C477,MC0847,MC0847,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-478,M19:C478,M26:C478,MC0848,MC0848,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012; Tschopp et al., 2015; taxa that lack a hyposphene are scored with state '?'",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-479,M19:C479,M26:C479,MC0849,MC0849,inherited_unchanged,moderate,M19-retained C1-C548,"Ibiricu et al., 2013; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-480,WIL02_REF:C107,M26:C480,MC0107,MC0107,inherited_unchanged,high,M19-retained C1-C548,"Calvo & Salgado, 1995; Upchurch, 1998; Whitlock, 2011; Mannion et al., 2012; taxa that lack dorsal vertebrae but that have this morphology in the sacral/anteriormost caudal vertebrae are also scored with the derived state",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-481,M19:C481,M26:C481,MC0850,MC0850,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-482,M19:C482,M26:C482,MC0851,MC0851,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Mannion et al., 2019a; only taxa with a divided SPOL are scored",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-483,M19:C483,M26:C483,MC0852,MC0852,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson et al., 2011; Mannion et al., 2019a; note that if only a single undivided SPOL is present, then the state score is determined on the basis of whether this extends to the posterolateral margin of the spine or not",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-484,M19:C484,M26:C484,MC0853,MC0853,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson & Allain, 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-485,M19:C485,M26:C485,MC0854,MC0854,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1998; Wilson, 2002",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-486,M19:C486,M26:C486,MC0111,MC0855,state_label_corrected,high,M19-retained C1-C548,"Upchurch, 1998; Wilson, 2002; polarity reversed here",,,,,M19 labels the derived state as '(2)' despite a binary character; M26 corrects it to '(1)' without changing the biological proposition.
REL-M26-487,M19:C487,M26:C487,MC0856,MC0856,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-488,M19:C488,M26:C488,MC0857,MC0857,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson & Allain, 2015; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-489,WIL02_REF:C120,M26:C489,MC0120,MC0120,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1998",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-490,WIL02_REF:C130,M26:C490,MC0130,MC0130,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; only taxa with an ACDL are scored for this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-491,M19:C491,M26:C491,MC0858,MC0858,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Mannion et al., 2019a; note that this subhorizontal lamina often joins the postzygapophysis with the SPRL, rather than being a true PODL",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-492,M19:C492,M26:C492,MC0859,MC0859,inherited_unchanged,moderate,M19-retained C1-C548,"Remes, 2006; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-493,M19:C493,M26:C493,MC0860,MC0860,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2011, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-494,M19:C494,M26:C494,MC0861,MC0861,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-495,M19:C495,M26:C495,MC0862,MC0862,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-496,M19:C496,M26:C496,MC0121,MC0863,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Mannion et al., 2012, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-497,M19:C497,M26:C497,MC0864,MC0864,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 1999",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-498,M19:C498,M26:C498,MC0865,MC0865,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-499,M19:C499,M26:C499,MC0866,MC0866,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007; Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-500,M19:C500,M26:C500,MC0867,MC0867,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-501,M19:C501,M26:C501,MC0868,MC0868,inherited_unchanged,moderate,M19-retained C1-C548,"Gallina et al., 2014; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-502,M19:C502,M26:C502,MC0869,MC0869,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Mannion et al., 2019a; note that this is based on the entire length of the rib, rather than just the medial portion",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-503,M19:C503,M26:C503,MC0870,MC0870,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2011, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-504,M19:C504,M26:C504,MC0871,MC0871,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2011, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-505,M19:C505,M26:C505,MC0872,MC0872,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2011, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-506,M19:C506,M26:C506,MC0873,MC0873,inherited_unchanged,high,M19-retained C1-C548,"McIntosh, 1990; Upchurch, 1995, 1998; Wilson, 2002; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-507,M19:C507,M26:C507,MC0874,MC0874,inherited_unchanged,moderate,M19-retained C1-C548,"McIntosh, 1990; Upchurch, 1995, 1998; Upchurch et al., 2004a; Mannion et al., 2013, 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-508,M19:C508,M26:C508,MC0875,MC0875,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Gallina & Apestegua, 2005; Mannion et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-509,M19:C509,M26:C509,MC0876,MC0876,inherited_unchanged,moderate,M19-retained C1-C548,"Gallina et al., 2014; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-510,M19:C510,M26:C510,MC0877,MC0877,inherited_unchanged,moderate,M19-retained C1-C548,"Gallina & Apestegua, 2005; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-511,M19:C511,M26:C511,MC0878,MC0878,inherited_unchanged,moderate,M19-retained C1-C548,"Gallina & Apestegua, 2005; Mannion, 2009",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-512,M19:C512,M26:C512,MC0374,MC0879,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1995; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-513,M19:C513,M26:C513,MC0880,MC0880,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-514,M19:C514,M26:C514,MC0881,MC0881,inherited_unchanged,moderate,M19-retained C1-C548,"Carballido et al., 2012; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-515,M19:C515,M26:C515,MC0882,MC0882,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion, 2009; Carballido et al., 2012; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-516,M19:C516,M26:C516,MC0883,MC0883,inherited_unchanged,moderate,M19-retained C1-C548,"Gilmore, 1932; Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-517,M19:C517,M26:C517,MC0884,MC0884,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-518,M19:C518,M26:C518,MC0885,MC0885,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a; the anterior margin [excluding condyles] should be orientated horizontally when scoring this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-519,M19:C519,M26:C519,MC0886,MC0886,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-520,M19:C520,M26:C520,MC0887,MC0887,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Tschopp et al., 2015; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-521,M19:C521,M26:C521,MC0888,MC0888,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-522,M19:C522,M26:C522,MC0189,MC0889,inherited_unchanged,moderate,M19-retained C1-C548,"McIntosh, 1990; Upchurch, 1998; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-523,M19:C523,M26:C523,MC0890,MC0890,inherited_unchanged,moderate,M19-retained C1-C548,"McIntosh, 1990; Upchurch, 1995, 1998; only taxa with a well-developed ambiens process scored for this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-524,M19:C524,M26:C524,MC0891,MC0891,inherited_unchanged,moderate,M19-retained C1-C548,"Carballido et al., 2012; Mannion et al., 2019a; note that taxa are only scored with the derived state when the individual is an adult",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-525,M19:C525,M26:C525,MC0892,MC0892,inherited_unchanged,moderate,M19-retained C1-C548,"Salgado et al., 2004; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-526,M19:C526,M26:C526,MC0893,MC0893,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-527,M19:C527,M26:C527,MC0894,MC0894,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-528,M19:C528,M26:C528,MC0895,MC0895,inherited_unchanged,moderate,M19-retained C1-C548,"Carballido et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-529,M19:C529,M26:C529,MC0896,MC0896,inherited_unchanged,moderate,M19-retained C1-C548,"Salgado et al., 1997; Carballido et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-530,M19:C530,M26:C530,MC0897,MC0897,inherited_unchanged,moderate,M19-retained C1-C548,"Sereno et al., 2007; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-531,M19:C531,M26:C531,MC0898,MC0898,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2019a; only taxa whose ischia are emarginate distal to the pubic articulation are scored for this character",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-532,M19:C532,M26:C532,MC0194,MC0899,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson, 2002; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-533,M19:C533,M26:C533,MC0195,MC0900,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1998; Wilson & Sereno, 1998",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-534,M19:C534,M26:C534,MC0901,MC0901,inherited_unchanged,moderate,M19-retained C1-C548,"Mannion et al., 2012",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-535,M19:C535,M26:C535,MC0902,MC0902,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-536,M19:C536,M26:C536,MC0903,MC0903,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-537,M19:C537,M26:C537,MC0904,MC0904,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011; polarity reversed here",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-538,M19:C538,M26:C538,MC0905,MC0905,inherited_unchanged,moderate,M19-retained C1-C548,"Whitlock, 2011",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-539,M19:C539,M26:C539,MC0406,MC0906,inherited_unchanged,moderate,M19-retained C1-C548,"Upchurch, 1995",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-540,M19:C540,M26:C540,MC0907,MC0907,inherited_unchanged,moderate,M19-retained C1-C548,"D'Emic et al., 2016; Mannion et al., 2019a",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-541,M19:C541,M26:C541,MC0908,MC0908,inherited_unchanged,moderate,M19-retained C1-C548,"Tschopp et al., 2015",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-542,M19:C542,M26:C542,MC0407,MC0909,inherited_unchanged,moderate,M19-retained C1-C548,"McIntosh et al., 1992",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-543,M19:C543,M26:C543,MC0910,MC0910,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson et al. 2016; Mannion et al., 2019b; only scored for taxa with an emarginated ventral margin of the jugal process of the maxilla",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-544,M19:C544,M26:C544,MC0911,MC0911,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson et al. 2009; Mannion et al., 2019b",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-545,M19:C545,M26:C545,MC0912,MC0912,inherited_unchanged,moderate,M19-retained C1-C548,"Wilson et al., 2009; Curry Rogers and Wilson, 2014; Mannion et al., 2019b",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-546,M19:C546,M26:C546,MC0913,MC0913,inherited_unchanged,moderate,M19-retained C1-C548,"Canudo et al., 2002; Wilson, 2002; Wilson & Upchurch, 2009; Li et al., 2014; Mannion et al., 2019b",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-547,M19:C547,M26:C547,MC0914,MC0914,inherited_unchanged,moderate,M19-retained C1-C548,Santucci and Arruda-Campos 2011,,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-548,M19:C548,M26:C548,MC0915,MC0915,inherited_unchanged,moderate,M19-retained C1-C548,"Gonzlez Riga 2003; Wilson et al. 2009; Gallina and Otero, 2015; Mannion et al., 2019b",,,,,M26 retains the M19 character number and biological proposition; canonical ID propagated directly from M19.
REL-M26-549,C12:C39,M26:C549,MC0312,MC0312,equivalent,high,M26-added C549-C576,"Upchurch, 1995, 1998",,,,,Same squamosal contribution to the supratemporal fenestra margin as the earlier C12/Upchurch-derived concept.
REL-M26-550,,M26:C550,MC0918,MC0918,M26_added_provisional_distinct,moderate,M26-added C549-C576,"Martnez et al., 2016; Poropat et al., 2021, 2023",,MC0698; MC0700; MC0777,,,Character added in the M26 block. No existing canonical concept was equivalent enough to merge safely; related concepts are retained only as non-equivalent context.
REL-M26-551,,M26:C551,MC0919,MC0919,M26_added_provisional_distinct,moderate,M26-added C549-C576,"Knoll et al., 2012; Paulina Carabajal, 2012; Poropat et al., 2021",,,,,Character added in the M26 block. No existing canonical concept was equivalent enough to merge safely; related concepts are retained only as non-equivalent context.
REL-M26-552,WIL02_REF:C213,M26:C552,MC0213,MC0213,states_reversed,high,M26-added C549-C576,"Wilson & Sereno, 1998; Gorscak & O'Connor, 2016; Poropat et al., 2021; note that taxa with the derived state often lack a distinct posterior fossa",,,,,"Same astragalar posterior-fossa division character as Wilson C213, but M26 codes divided as 0 and undivided as 1."
REL-M26-553,,M26:C553,MC0920,MC0920,M26_added_provisional_distinct,moderate,M26-added C549-C576,"Poropat et al., 2023",,MC0017,,,Character added in the M26 block. No existing canonical concept was equivalent enough to merge safely; related concepts are retained only as non-equivalent context.
